WZ_CD,LA_CD,LA_NM,Group,Group_DESC,SubGroup,SubGroup_DESC
E33029124,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029125,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029126,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029127,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029128,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029129,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029130,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029131,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029132,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029133,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029134,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029135,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029136,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029137,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029138,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029139,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029140,E09000004,Bexley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029141,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029142,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029143,E09000004,Bexley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029144,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029145,E09000004,Bexley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029146,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029147,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029148,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029149,E09000005,Brent,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029150,E09000005,Brent,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33029151,E09000005,Brent,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029152,E09000005,Brent,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33029153,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029154,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029155,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029156,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029157,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029158,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029159,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029160,E09000005,Brent,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33029161,E09000005,Brent,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33029162,E09000005,Brent,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029163,E09000005,Brent,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029164,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029165,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029166,E09000005,Brent,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029167,E09000005,Brent,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029168,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029169,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029170,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029171,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029172,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029173,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029174,E09000005,Brent,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029175,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029176,E09000005,Brent,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029177,E09000005,Brent,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029178,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029179,E09000006,Bromley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029180,E09000006,Bromley,B,City Focus,B1,Dynamic financial centres with extended operating hours
E33029181,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029182,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029183,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029184,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029185,E09000006,Bromley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029186,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029187,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029188,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029189,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029190,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029191,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029192,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029193,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029194,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029195,E09000006,Bromley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029196,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029197,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029198,E09000006,Bromley,B,City Focus,B1,Dynamic financial centres with extended operating hours
E33029199,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029200,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029201,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029202,E09000006,Bromley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029203,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029204,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029205,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029206,E09000006,Bromley,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33029207,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029208,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029209,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029210,E09000006,Bromley,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33029211,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029212,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33029213,E09000006,Bromley,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
